warehouse_id,warehouse_id_raw,demand_region,ship_cost_per_unit_usd,lead_time_days
WH-S104436,WH-C104436,North,1.55,2
WH-E104437,WH-C104437,South,2.48,1
WH-W104438,WH-C104438,East,0.98,3
WH-C104439,WH-C104439,West,1.14,2
WH-N104440,WH-N104440,North,1.08,2
WH-S104441,WH-N104441,South,2.7,2
WH-E104442,WH-N104442,East,1.09,3
WH-W104443,WH-N104443,West,0.63,1
WH-C104444,WH-S104444,North,1.43,3
WH-N104445,WH-S104445,South,1.43,3
WH-S104446,WH-S104446,East,2.42,2
WH-E104447,WH-S104447,West,1.15,4
WH-W104448,WH-E104448,North,2.33,2
WH-C104449,WH-E104449,South,2.48,1
WH-N104450,WH-E104450,East,2.63,1
WH-S104451,WH-E104451,West,1.58,2
WH-E104452,WH-W104452,North,0.52,4
WH-W104453,WH-W104453,South,0.72,4
WH-C104454,WH-W104454,East,1.39,1
WH-N104455,WH-W104455,West,0.67,3
WH-S104456,WH-C104456,North,1.55,2
WH-E104457,WH-C104457,South,2.48,1
WH-W104458,WH-C104458,East,0.98,3
WH-C104459,WH-C104459,West,1.14,2
WH-N104460,WH-N104460,North,1.08,2
WH-S104461,WH-N104461,South,2.7,2
WH-E104462,WH-N104462,East,1.09,3
WH-W104463,WH-N104463,West,0.63,1
WH-C104464,WH-S104464,North,1.43,3
WH-N104465,WH-S104465,South,1.43,3
WH-S104466,WH-S104466,East,2.42,2
WH-E104467,WH-S104467,West,1.15,4
WH-W104468,WH-E104468,North,2.33,2
WH-C104469,WH-E104469,South,2.48,1
WH-N104470,WH-E104470,East,2.63,1
WH-S104471,WH-E104471,West,1.58,2
WH-E104472,WH-W104472,North,0.52,4
WH-W104473,WH-W104473,South,0.72,4
WH-C104474,WH-W104474,East,1.39,1
WH-N104475,WH-W104475,West,0.67,3
WH-S104476,WH-C104476,North,1.55,2
WH-E104477,WH-C104477,South,2.48,1
WH-W104478,WH-C104478,East,0.98,3
WH-C104479,WH-C104479,West,1.14,2
WH-N104480,WH-N104480,North,1.08,2
WH-S104481,WH-N104481,South,2.7,2
WH-E104482,WH-N104482,East,1.09,3
WH-W104483,WH-N104483,West,0.63,1
WH-C104484,WH-S104484,North,1.43,3
WH-N104485,WH-S104485,South,1.43,3
WH-S104486,WH-S104486,East,2.42,2
WH-E104487,WH-S104487,West,1.15,4
WH-W104488,WH-E104488,North,2.33,2
WH-C104489,WH-E104489,South,2.48,1
WH-N104490,WH-E104490,East,2.63,1
WH-S104491,WH-E104491,West,1.58,2
WH-E104492,WH-W104492,North,0.52,4
WH-W104493,WH-W104493,South,0.72,4
WH-C104494,WH-W104494,East,1.39,1
WH-N104495,WH-W104495,West,0.67,3
WH-S104496,WH-C104496,North,1.55,2
WH-E104497,WH-C104497,South,2.48,1
WH-W104498,WH-C104498,East,0.98,3
WH-C104499,WH-C104499,West,1.14,2
WH-N104500,WH-N104500,North,1.08,2
WH-S104501,WH-N104501,South,2.7,2
WH-E104502,WH-N104502,East,1.09,3
WH-W104503,WH-N104503,West,0.63,1
WH-C104504,WH-S104504,North,1.43,3
WH-N104505,WH-S104505,South,1.43,3
WH-S104506,WH-S104506,East,2.42,2
WH-E104507,WH-S104507,West,1.15,4
WH-W104508,WH-E104508,North,2.33,2
WH-C104509,WH-E104509,South,2.48,1
WH-N104510,WH-E104510,East,2.63,1
WH-S104511,WH-E104511,West,1.58,2
WH-E104512,WH-W104512,North,0.52,4
WH-W104513,WH-W104513,South,0.72,4
WH-C104514,WH-W104514,East,1.39,1
WH-N104515,WH-W104515,West,0.67,3
WH-S104516,WH-C104516,North,1.55,2
WH-E104517,WH-C104517,South,2.48,1
WH-W104518,WH-C104518,East,0.98,3
WH-C104519,WH-C104519,West,1.14,2
WH-N104520,WH-N104520,North,1.08,2
WH-S104521,WH-N104521,South,2.7,2
WH-E104522,WH-N104522,East,1.09,3
WH-W104523,WH-N104523,West,0.63,1
WH-C104524,WH-S104524,North,1.43,3
WH-N104525,WH-S104525,South,1.43,3
WH-S104526,WH-S104526,East,2.42,2
WH-E104527,WH-S104527,West,1.15,4
WH-W104528,WH-E104528,North,2.33,2
WH-C104529,WH-E104529,South,2.48,1
WH-N104530,WH-E104530,East,2.63,1
WH-S104531,WH-E104531,West,1.58,2
WH-E104532,WH-W104532,North,0.52,4
WH-W104533,WH-W104533,South,0.72,4
WH-C104534,WH-W104534,East,1.39,1
WH-N104535,WH-W104535,West,0.67,3
WH-S104536,WH-C104536,North,1.55,2
WH-E104537,WH-C104537,South,2.48,1
WH-W104538,WH-C104538,East,0.98,3
WH-C104539,WH-C104539,West,1.14,2
WH-N104540,WH-N104540,North,1.08,2
WH-S104541,WH-N104541,South,2.7,2
WH-E104542,WH-N104542,East,1.09,3
WH-W104543,WH-N104543,West,0.63,1
WH-C104544,WH-S104544,North,1.43,3
WH-N104545,WH-S104545,South,1.43,3
WH-S104546,WH-S104546,East,2.42,2
WH-E104547,WH-S104547,West,1.15,4
WH-W104548,WH-E104548,North,2.33,2
WH-C104549,WH-E104549,South,2.48,1
WH-N104550,WH-E104550,East,2.63,1
WH-S104551,WH-E104551,West,1.58,2
WH-E104552,WH-W104552,North,0.52,4
WH-W104553,WH-W104553,South,0.72,4
WH-C104554,WH-W104554,East,1.39,1
WH-N104555,WH-W104555,West,0.67,3
WH-S104556,WH-C104556,North,1.55,2
WH-E104557,WH-C104557,South,2.48,1
WH-W104558,WH-C104558,East,0.98,3
WH-C104559,WH-C104559,West,1.14,2
WH-N104560,WH-N104560,North,1.08,2
WH-S104561,WH-N104561,South,2.7,2
WH-E104562,WH-N104562,East,1.09,3
WH-W104563,WH-N104563,West,0.63,1
WH-C104564,WH-S104564,North,1.43,3
WH-N104565,WH-S104565,South,1.43,3
WH-S104566,WH-S104566,East,2.42,2
WH-E104567,WH-S104567,West,1.15,4
WH-W104568,WH-E104568,North,2.33,2
WH-C104569,WH-E104569,South,2.48,1
WH-N104570,WH-E104570,East,2.63,1
WH-S104571,WH-E104571,West,1.58,2
WH-E104572,WH-W104572,North,0.52,4
WH-W104573,WH-W104573,South,0.72,4
WH-C104574,WH-W104574,East,1.39,1
WH-N104575,WH-W104575,West,0.67,3
WH-S104576,WH-C104576,North,1.55,2
WH-E104577,WH-C104577,South,2.48,1
WH-W104578,WH-C104578,East,0.98,3
WH-C104579,WH-C104579,West,1.14,2
WH-N104580,WH-N104580,North,1.08,2
WH-S104581,WH-N104581,South,2.7,2
WH-E104582,WH-N104582,East,1.09,3
WH-W104583,WH-N104583,West,0.63,1
WH-C104584,WH-S104584,North,1.43,3
WH-N104585,WH-S104585,South,1.43,3
WH-S104586,WH-S104586,East,2.42,2
WH-E104587,WH-S104587,West,1.15,4
WH-W104588,WH-E104588,North,2.33,2
WH-C104589,WH-E104589,South,2.48,1
WH-N104590,WH-E104590,East,2.63,1
WH-S104591,WH-E104591,West,1.58,2
WH-E104592,WH-W104592,North,0.52,4
WH-W104593,WH-W104593,South,0.72,4
WH-C104594,WH-W104594,East,1.39,1
WH-N104595,WH-W104595,West,0.67,3
WH-S104596,WH-C104596,North,1.55,2
WH-E104597,WH-C104597,South,2.48,1
WH-W104598,WH-C104598,East,0.98,3
WH-C104599,WH-C104599,West,1.14,2
WH-N104600,WH-N104600,North,1.08,2
WH-S104601,WH-N104601,South,2.7,2
WH-E104602,WH-N104602,East,1.09,3
WH-W104603,WH-N104603,West,0.63,1
WH-C104604,WH-S104604,North,1.43,3
WH-N104605,WH-S104605,South,1.43,3
WH-S104606,WH-S104606,East,2.42,2
WH-E104607,WH-S104607,West,1.15,4
WH-W104608,WH-E104608,North,2.33,2
WH-C104609,WH-E104609,South,2.48,1
WH-N104610,WH-E104610,East,2.63,1
WH-S104611,WH-E104611,West,1.58,2
WH-E104612,WH-W104612,North,0.52,4
WH-W104613,WH-W104613,South,0.72,4
WH-C104614,WH-W104614,East,1.39,1
WH-N104615,WH-W104615,West,0.67,3
WH-S104616,WH-C104616,North,1.55,2
WH-E104617,WH-C104617,South,2.48,1
WH-W104618,WH-C104618,East,0.98,3
WH-C104619,WH-C104619,West,1.14,2
WH-N104620,WH-N104620,North,1.08,2
WH-S104621,WH-N104621,South,2.7,2
WH-E104622,WH-N104622,East,1.09,3
WH-W104623,WH-N104623,West,0.63,1
WH-C104624,WH-S104624,North,1.43,3
WH-N104625,WH-S104625,South,1.43,3
WH-S104626,WH-S104626,East,2.42,2
WH-E104627,WH-S104627,West,1.15,4
WH-W104628,WH-E104628,North,2.33,2
WH-C104629,WH-E104629,South,2.48,1
WH-N104630,WH-E104630,East,2.63,1
WH-S104631,WH-E104631,West,1.58,2
WH-E104632,WH-W104632,North,0.52,4
WH-W104633,WH-W104633,South,0.72,4
WH-C104634,WH-W104634,East,1.39,1
WH-N104635,WH-W104635,West,0.67,3
WH-S104636,WH-C104636,North,1.55,2
WH-E104637,WH-C104637,South,2.48,1
WH-W104638,WH-C104638,East,0.98,3
WH-C104639,WH-C104639,West,1.14,2
WH-N104640,WH-N104640,North,1.08,2
WH-S104641,WH-N104641,South,2.7,2
WH-E104642,WH-N104642,East,1.09,3
WH-W104643,WH-N104643,West,0.63,1
WH-C104644,WH-S104644,North,1.43,3
WH-N104645,WH-S104645,South,1.43,3
WH-S104646,WH-S104646,East,2.42,2
WH-E104647,WH-S104647,West,1.15,4
WH-W104648,WH-E104648,North,2.33,2
WH-C104649,WH-E104649,South,2.48,1
WH-N104650,WH-E104650,East,2.63,1
WH-S104651,WH-E104651,West,1.58,2
WH-E104652,WH-W104652,North,0.52,4
WH-W104653,WH-W104653,South,0.72,4
WH-C104654,WH-W104654,East,1.39,1
WH-N104655,WH-W104655,West,0.67,3
WH-S104656,WH-C104656,North,1.55,2
WH-E104657,WH-C104657,South,2.48,1
WH-W104658,WH-C104658,East,0.98,3
WH-C104659,WH-C104659,West,1.14,2
WH-N104660,WH-N104660,North,1.08,2
WH-S104661,WH-N104661,South,2.7,2
WH-E104662,WH-N104662,East,1.09,3
WH-W104663,WH-N104663,West,0.63,1
WH-C104664,WH-S104664,North,1.43,3
WH-N104665,WH-S104665,South,1.43,3
WH-S104666,WH-S104666,East,2.42,2
WH-E104667,WH-S104667,West,1.15,4
WH-W104668,WH-E104668,North,2.33,2
WH-C104669,WH-E104669,South,2.48,1
WH-N104670,WH-E104670,East,2.63,1
WH-S104671,WH-E104671,West,1.58,2
WH-E104672,WH-W104672,North,0.52,4
WH-W104673,WH-W104673,South,0.72,4
WH-C104674,WH-W104674,East,1.39,1
WH-N104675,WH-W104675,West,0.67,3
WH-S104676,WH-C104676,North,1.55,2
WH-E104677,WH-C104677,South,2.48,1
WH-W104678,WH-C104678,East,0.98,3
WH-C104679,WH-C104679,West,1.14,2
WH-N104680,WH-N104680,North,1.08,2
WH-S104681,WH-N104681,South,2.7,2
WH-E104682,WH-N104682,East,1.09,3
WH-W104683,WH-N104683,West,0.63,1
WH-C104684,WH-S104684,North,1.43,3
WH-N104685,WH-S104685,South,1.43,3
WH-S104686,WH-S104686,East,2.42,2
WH-E104687,WH-S104687,West,1.15,4
WH-W104688,WH-E104688,North,2.33,2
WH-C104689,WH-E104689,South,2.48,1
WH-N104690,WH-E104690,East,2.63,1
WH-S104691,WH-E104691,West,1.58,2
WH-E104692,WH-W104692,North,0.52,4
WH-W104693,WH-W104693,South,0.72,4
WH-C104694,WH-W104694,East,1.39,1
WH-N104695,WH-W104695,West,0.67,3
WH-S104696,WH-C104696,North,1.55,2
WH-E104697,WH-C104697,South,2.48,1
WH-W104698,WH-C104698,East,0.98,3
WH-C104699,WH-C104699,West,1.14,2
WH-N104700,WH-N104700,North,1.08,2
WH-S104701,WH-N104701,South,2.7,2
WH-E104702,WH-N104702,East,1.09,3
WH-W104703,WH-N104703,West,0.63,1
WH-C104704,WH-S104704,North,1.43,3
WH-N104705,WH-S104705,South,1.43,3
WH-S104706,WH-S104706,East,2.42,2
WH-E104707,WH-S104707,West,1.15,4
WH-W104708,WH-E104708,North,2.33,2
WH-C104709,WH-E104709,South,2.48,1
WH-N104710,WH-E104710,East,2.63,1
WH-S104711,WH-E104711,West,1.58,2
WH-E104712,WH-W104712,North,0.52,4
WH-W104713,WH-W104713,South,0.72,4
WH-C104714,WH-W104714,East,1.39,1
WH-N104715,WH-W104715,West,0.67,3
WH-S104716,WH-C104716,North,1.55,2
WH-E104717,WH-C104717,South,2.48,1
WH-W104718,WH-C104718,East,0.98,3
WH-C104719,WH-C104719,West,1.14,2
WH-N104720,WH-N104720,North,1.08,2
WH-S104721,WH-N104721,South,2.7,2
WH-E104722,WH-N104722,East,1.09,3
WH-W104723,WH-N104723,West,0.63,1
WH-C104724,WH-S104724,North,1.43,3
WH-N104725,WH-S104725,South,1.43,3
WH-S104726,WH-S104726,East,2.42,2
WH-E104727,WH-S104727,West,1.15,4
WH-W104728,WH-E104728,North,2.33,2
WH-C104729,WH-E104729,South,2.48,1
WH-N104730,WH-E104730,East,2.63,1
WH-S104731,WH-E104731,West,1.58,2
WH-E104732,WH-W104732,North,0.52,4
WH-W104733,WH-W104733,South,0.72,4
WH-C104734,WH-W104734,East,1.39,1
WH-N104735,WH-W104735,West,0.67,3
WH-S104736,WH-C104736,North,1.55,2
WH-E104737,WH-C104737,South,2.48,1
WH-W104738,WH-C104738,East,0.98,3
WH-C104739,WH-C104739,West,1.14,2
WH-N104740,WH-N104740,North,1.08,2
WH-S104741,WH-N104741,South,2.7,2
WH-E104742,WH-N104742,East,1.09,3
WH-W104743,WH-N104743,West,0.63,1
WH-C104744,WH-S104744,North,1.43,3
WH-N104745,WH-S104745,South,1.43,3
WH-S104746,WH-S104746,East,2.42,2
WH-E104747,WH-S104747,West,1.15,4
WH-W104748,WH-E104748,North,2.33,2
WH-C104749,WH-E104749,South,2.48,1
WH-N104750,WH-E104750,East,2.63,1
WH-S104751,WH-E104751,West,1.58,2
WH-E104752,WH-W104752,North,0.52,4
WH-W104753,WH-W104753,South,0.72,4
WH-C104754,WH-W104754,East,1.39,1
WH-N104755,WH-W104755,West,0.67,3
WH-S104756,WH-C104756,North,1.55,2
WH-E104757,WH-C104757,South,2.48,1
WH-W104758,WH-C104758,East,0.98,3
WH-C104759,WH-C104759,West,1.14,2
WH-N104760,WH-N104760,North,1.08,2
WH-S104761,WH-N104761,South,2.7,2
WH-E104762,WH-N104762,East,1.09,3
WH-W104763,WH-N104763,West,0.63,1
WH-C104764,WH-S104764,North,1.43,3
WH-N104765,WH-S104765,South,1.43,3
WH-S104766,WH-S104766,East,2.42,2
WH-E104767,WH-S104767,West,1.15,4
WH-W104768,WH-E104768,North,2.33,2
WH-C104769,WH-E104769,South,2.48,1
WH-N104770,WH-E104770,East,2.63,1
WH-S104771,WH-E104771,West,1.58,2
WH-E104772,WH-W104772,North,0.52,4
WH-W104773,WH-W104773,South,0.72,4
WH-C104774,WH-W104774,East,1.39,1
WH-N104775,WH-W104775,West,0.67,3
WH-S104776,WH-C104776,North,1.55,2
WH-E104777,WH-C104777,South,2.48,1
WH-W104778,WH-C104778,East,0.98,3
WH-C104779,WH-C104779,West,1.14,2
WH-N104780,WH-N104780,North,1.08,2
WH-S104781,WH-N104781,South,2.7,2
WH-E104782,WH-N104782,East,1.09,3
WH-W104783,WH-N104783,West,0.63,1
WH-C104784,WH-S104784,North,1.43,3
WH-N104785,WH-S104785,South,1.43,3
WH-S104786,WH-S104786,East,2.42,2
WH-E104787,WH-S104787,West,1.15,4
WH-W104788,WH-E104788,North,2.33,2
WH-C104789,WH-E104789,South,2.48,1
WH-N104790,WH-E104790,East,2.63,1
WH-S104791,WH-E104791,West,1.58,2
WH-E104792,WH-W104792,North,0.52,4
WH-W104793,WH-W104793,South,0.72,4
WH-C104794,WH-W104794,East,1.39,1
WH-N104795,WH-W104795,West,0.67,3
WH-S104796,WH-C104796,North,1.55,2
WH-E104797,WH-C104797,South,2.48,1
WH-W104798,WH-C104798,East,0.98,3
WH-C104799,WH-C104799,West,1.14,2
WH-N104800,WH-N104800,North,1.08,2
WH-S104801,WH-N104801,South,2.7,2
WH-E104802,WH-N104802,East,1.09,3
WH-W104803,WH-N104803,West,0.63,1
WH-C104804,WH-S104804,North,1.43,3
WH-N104805,WH-S104805,South,1.43,3
WH-S104806,WH-S104806,East,2.42,2
WH-E104807,WH-S104807,West,1.15,4
WH-W104808,WH-E104808,North,2.33,2
WH-C104809,WH-E104809,South,2.48,1
WH-N104810,WH-E104810,East,2.63,1
WH-S104811,WH-E104811,West,1.58,2
WH-E104812,WH-W104812,North,0.52,4
WH-W104813,WH-W104813,South,0.72,4
WH-C104814,WH-W104814,East,1.39,1
WH-N104815,WH-W104815,West,0.67,3
WH-S104816,WH-C104816,North,1.55,2
WH-E104817,WH-C104817,South,2.48,1
WH-W104818,WH-C104818,East,0.98,3
WH-C104819,WH-C104819,West,1.14,2
WH-N104820,WH-N104820,North,1.08,2
WH-S104821,WH-N104821,South,2.7,2
WH-E104822,WH-N104822,East,1.09,3
WH-W104823,WH-N104823,West,0.63,1
WH-C104824,WH-S104824,North,1.43,3
WH-N104825,WH-S104825,South,1.43,3
WH-S104826,WH-S104826,East,2.42,2
WH-E104827,WH-S104827,West,1.15,4
WH-W104828,WH-E104828,North,2.33,2
WH-C104829,WH-E104829,South,2.48,1
WH-N104830,WH-E104830,East,2.63,1
WH-S104831,WH-E104831,West,1.58,2
WH-E104832,WH-W104832,North,0.52,4
WH-W104833,WH-W104833,South,0.72,4
WH-C104834,WH-W104834,East,1.39,1
WH-N104835,WH-W104835,West,0.67,3
WH-S104836,WH-C104836,North,1.55,2
WH-E104837,WH-C104837,South,2.48,1
WH-W104838,WH-C104838,East,0.98,3
WH-C104839,WH-C104839,West,1.14,2
WH-N104840,WH-N104840,North,1.08,2
WH-S104841,WH-N104841,South,2.7,2
WH-E104842,WH-N104842,East,1.09,3
WH-W104843,WH-N104843,West,0.63,1
WH-C104844,WH-S104844,North,1.43,3
WH-N104845,WH-S104845,South,1.43,3
WH-S104846,WH-S104846,East,2.42,2
WH-E104847,WH-S104847,West,1.15,4
WH-W104848,WH-E104848,North,2.33,2
WH-C104849,WH-E104849,South,2.48,1
WH-N104850,WH-E104850,East,2.63,1
WH-S104851,WH-E104851,West,1.58,2
WH-E104852,WH-W104852,North,0.52,4
WH-W104853,WH-W104853,South,0.72,4
WH-C104854,WH-W104854,East,1.39,1
WH-N104855,WH-W104855,West,0.67,3
WH-S104856,WH-C104856,North,1.55,2
WH-E104857,WH-C104857,South,2.48,1
WH-W104858,WH-C104858,East,0.98,3
WH-C104859,WH-C104859,West,1.14,2
WH-N104860,WH-N104860,North,1.08,2
WH-S104861,WH-N104861,South,2.7,2
WH-E104862,WH-N104862,East,1.09,3
WH-W104863,WH-N104863,West,0.63,1
WH-C104864,WH-S104864,North,1.43,3
WH-N104865,WH-S104865,South,1.43,3
WH-S104866,WH-S104866,East,2.42,2
WH-E104867,WH-S104867,West,1.15,4
WH-W104868,WH-E104868,North,2.33,2
WH-C104869,WH-E104869,South,2.48,1
WH-N104870,WH-E104870,East,2.63,1
WH-S104871,WH-E104871,West,1.58,2
WH-E104872,WH-W104872,North,0.52,4
WH-W104873,WH-W104873,South,0.72,4
WH-C104874,WH-W104874,East,1.39,1
WH-N104875,WH-W104875,West,0.67,3
WH-S104876,WH-C104876,North,1.55,2
WH-E104877,WH-C104877,South,2.48,1
WH-W104878,WH-C104878,East,0.98,3
WH-C104879,WH-C104879,West,1.14,2
WH-N104880,WH-N104880,North,1.08,2
WH-S104881,WH-N104881,South,2.7,2
WH-E104882,WH-N104882,East,1.09,3
WH-W104883,WH-N104883,West,0.63,1
WH-C104884,WH-S104884,North,1.43,3
WH-N104885,WH-S104885,South,1.43,3
WH-S104886,WH-S104886,East,2.42,2
WH-E104887,WH-S104887,West,1.15,4
WH-W104888,WH-E104888,North,2.33,2
WH-C104889,WH-E104889,South,2.48,1
WH-N104890,WH-E104890,East,2.63,1
WH-S104891,WH-E104891,West,1.58,2
WH-E104892,WH-W104892,North,0.52,4
WH-W104893,WH-W104893,South,0.72,4
WH-C104894,WH-W104894,East,1.39,1
WH-N104895,WH-W104895,West,0.67,3
WH-S104896,WH-C104896,North,1.55,2
WH-E104897,WH-C104897,South,2.48,1
WH-W104898,WH-C104898,East,0.98,3
WH-C104899,WH-C104899,West,1.14,2
WH-N104900,WH-N104900,North,1.08,2
WH-S104901,WH-N104901,South,2.7,2
WH-E104902,WH-N104902,East,1.09,3
WH-W104903,WH-N104903,West,0.63,1
WH-C104904,WH-S104904,North,1.43,3
WH-N104905,WH-S104905,South,1.43,3
WH-S104906,WH-S104906,East,2.42,2
WH-E104907,WH-S104907,West,1.15,4
WH-W104908,WH-E104908,North,2.33,2
WH-C104909,WH-E104909,South,2.48,1
WH-N104910,WH-E104910,East,2.63,1
WH-S104911,WH-E104911,West,1.58,2
WH-E104912,WH-W104912,North,0.52,4
WH-W104913,WH-W104913,South,0.72,4
WH-C104914,WH-W104914,East,1.39,1
WH-N104915,WH-W104915,West,0.67,3
WH-S104916,WH-C104916,North,1.55,2
WH-E104917,WH-C104917,South,2.48,1
WH-W104918,WH-C104918,East,0.98,3
WH-C104919,WH-C104919,West,1.14,2
WH-N104920,WH-N104920,North,1.08,2
WH-S104921,WH-N104921,South,2.7,2
WH-E104922,WH-N104922,East,1.09,3
WH-W104923,WH-N104923,West,0.63,1
WH-C104924,WH-S104924,North,1.43,3
WH-N104925,WH-S104925,South,1.43,3
WH-S104926,WH-S104926,East,2.42,2
WH-E104927,WH-S104927,West,1.15,4
WH-W104928,WH-E104928,North,2.33,2
WH-C104929,WH-E104929,South,2.48,1
WH-N104930,WH-E104930,East,2.63,1
WH-S104931,WH-E104931,West,1.58,2
WH-E104932,WH-W104932,North,0.52,4
WH-W104933,WH-W104933,South,0.72,4
WH-C104934,WH-W104934,East,1.39,1
WH-N104935,WH-W104935,West,0.67,3
WH-S104936,WH-C104936,North,1.55,2
WH-E104937,WH-C104937,South,2.48,1
WH-W104938,WH-C104938,East,0.98,3
WH-C104939,WH-C104939,West,1.14,2
WH-N104940,WH-N104940,North,1.08,2
WH-S104941,WH-N104941,South,2.7,2
WH-E104942,WH-N104942,East,1.09,3
WH-W104943,WH-N104943,West,0.63,1
WH-C104944,WH-S104944,North,1.43,3
WH-N104945,WH-S104945,South,1.43,3
WH-S104946,WH-S104946,East,2.42,2
WH-E104947,WH-S104947,West,1.15,4
WH-W104948,WH-E104948,North,2.33,2
WH-C104949,WH-E104949,South,2.48,1
WH-N104950,WH-E104950,East,2.63,1
WH-S104951,WH-E104951,West,1.58,2
WH-E104952,WH-W104952,North,0.52,4
WH-W104953,WH-W104953,South,0.72,4
WH-C104954,WH-W104954,East,1.39,1
WH-N104955,WH-W104955,West,0.67,3
WH-S104956,WH-C104956,North,1.55,2
WH-E104957,WH-C104957,South,2.48,1
WH-W104958,WH-C104958,East,0.98,3
WH-C104959,WH-C104959,West,1.14,2
WH-N104960,WH-N104960,North,1.08,2
WH-S104961,WH-N104961,South,2.7,2
WH-E104962,WH-N104962,East,1.09,3
WH-W104963,WH-N104963,West,0.63,1
WH-C104964,WH-S104964,North,1.43,3
WH-N104965,WH-S104965,South,1.43,3
WH-S104966,WH-S104966,East,2.42,2
WH-E104967,WH-S104967,West,1.15,4
WH-W104968,WH-E104968,North,2.33,2
WH-C104969,WH-E104969,South,2.48,1
WH-N104970,WH-E104970,East,2.63,1
WH-S104971,WH-E104971,West,1.58,2
WH-E104972,WH-W104972,North,0.52,4
WH-W104973,WH-W104973,South,0.72,4
WH-C104974,WH-W104974,East,1.39,1
WH-N104975,WH-W104975,West,0.67,3
WH-S104976,WH-C104976,North,1.55,2
WH-E104977,WH-C104977,South,2.48,1
WH-W104978,WH-C104978,East,0.98,3
WH-C104979,WH-C104979,West,1.14,2
WH-N104980,WH-N104980,North,1.08,2
WH-S104981,WH-N104981,South,2.7,2
WH-E104982,WH-N104982,East,1.09,3
WH-W104983,WH-N104983,West,0.63,1
WH-C104984,WH-S104984,North,1.43,3
WH-N104985,WH-S104985,South,1.43,3
WH-S104986,WH-S104986,East,2.42,2
WH-E104987,WH-S104987,West,1.15,4
WH-W104988,WH-E104988,North,2.33,2
WH-C104989,WH-E104989,South,2.48,1
WH-N104990,WH-E104990,East,2.63,1
WH-S104991,WH-E104991,West,1.58,2
WH-E104992,WH-W104992,North,0.52,4
WH-W104993,WH-W104993,South,0.72,4
WH-C104994,WH-W104994,East,1.39,1
WH-N104995,WH-W104995,West,0.67,3
WH-S104996,WH-C104996,North,1.55,2
WH-E104997,WH-C104997,South,2.48,1
WH-W104998,WH-C104998,East,0.98,3
WH-C104999,WH-C104999,West,1.14,2
